uid	old_dims	old_gp	truth_dims	truth_gp
4496	(148895, 65046)	9,69	23937x10457	0,25
4498	(77965, 38348)	2,99	22558x11095	0,25
4500	(192541, 71663)	13,80	25933x9652	0,25
4502	(176388, 39929)	7,04	33251x7527	0,25
4504	(112946, 39929)	4,51	26609x9407	0,25
4506	(241739, 73026)	17,65	28786x8696	0,25
4508	(146549, 40843)	5,99	29968x8352	0,25
4510	(86196, 51283)	4,42	20511x12203	0,25
4512	(102571, 21243)	2,18	34765x7200	0,25
4514	(84134, 41938)	3,53	22409x11170	0,25
4516	(71898, 33220)	2,39	23275x10754	0,25
4517	(29696, 8428)	0,25	123282x34990	4,31
4520	(70038, 20676)	1,45	29118x8596	0,25
4523	(56434, 21383)	1,21	25702x9739	0,25
4526	(36995, 16566)	0,61	23627x10580	0,25
4529	(41646, 18067)	0,75	24019x10420	0,25
4531	(71851, 20962)	1,51	29290x8545	0,25
4533	(84954, 33188)	2,82	25312x9888	0,25
4535	(25957, 21324)	0,55	17455x14340	0,25
4537	(76063, 11576)	0,88	40555x6172	0,25
4539	(65964, 16474)	1,09	31657x7906	0,25
4541	(74739, 11629)	0,87	37202x5788	0,22
4543	(31608, 21103)	0,67	19362x12927	0,25
4545	(33946, 16597)	0,56	22410x10957	0,25
4548	(37133, 16935)	0,63	23427x10684	0,25
4552	(38924, 21206)	0,83	21421x11671	0,25
4554	(35977, 21505)	0,77	20451x12224	0,25
4556	(35974, 18868)	0,68	21832x11451	0,25
4558	(32758, 15556)	0,51	22944x10896	0,25
4560	(39654, 21012)	0,83	21721x11510	0,25
4562	(22863, 36444)	0,83	12523x19963	0,25
4564	(29413, 18344)	0,54	20021x12487	0,25
4566	(40787, 16215)	0,66	25077x9969	0,25
4570	(51079, 21991)	1,12	24112x10381	0,25
4572	(42952, 23433)	1,01	21406x11679	0,25
4574	(36324, 18687)	0,68	22044x11341	0,25
4576	(53190, 21539)	1,15	24862x10068	0,25
4578	(69829, 40045)	2,80	20878x11973	0,25
4580	(46838, 10685)	0,50	33124x7556	0,25
4605	(51698, 38638)	2,00	18300x13677	0,25
4607	(110777, 36794)	4,08	27452x9118	0,25
4609	(96369, 65132)	6,28	19244x13006	0,25
4611	(48078, 22427)	1,08	23164x10805	0,25
4613	(152336, 42967)	6,55	29789x8402	0,25
4615	(52601, 19716)	1,04	25842x9686	0,25
4617	(110777, 48992)	5,43	23789x10521	0,25
4619	(53565, 31501)	1,69	20630x12132	0,25
4621	(70230, 27455)	1,93	25304x9892	0,25
4623	(40140, 22014)	0,88	21363x11716	0,25
4628	(56761, 11419)	0,65	35272x7096	0,25
4638	(55775, 55775)	3,11	15823x15823	0,25
4640	(55775, 55775)	3,11	15823x15823	0,25
4643	(30673, 21683)	0,67	18817x13302	0,25
4646	(37381, 20523)	0,77	21337x11714	0,25
4649	(43885, 16987)	0,75	25413x9837	0,25
4651	(43885, 11751)	0,52	30574x8187	0,25
4653	(86906, 24500)	2,13	29796x8400	0,25
4655	(87913, 11461)	1,01	43500x5671	0,25
4657	(92420, 19136)	1,77	34770x7199	0,25
4659	(99977, 20107)	2,01	35278x7095	0,25
4661	(99977, 8978)	0,90	52795x4741	0,25
4663	(64532, 8978)	0,58	42415x5901	0,25
4670	(92420, 7659)	0,71	54958x4554	0,25
4676	(66513, 34970)	2,33	21819x11472	0,25
4680	(36788, 21773)	0,80	20564x12171	0,25
4682	(58152, 32011)	1,86	21324x11738	0,25
4684	(47145, 24158)	1,14	22101x11325	0,25
4686	(44125, 21784)	0,96	22516x11116	0,25
4689	(40727, 21466)	0,87	15409x8122	0,13
4691	(43934, 21457)	0,94	22638x11056	0,25
4693	(37627, 20393)	0,77	21490x11647	0,25
4697	(28670, 17977)	0,52	19980x12528	0,25
4699	(40070, 22069)	0,88	21318x11741	0,25
4701	(39859, 21067)	0,84	21762x11502	0,25
4703	(40000, 20000)	0,80	22374x11187	0,25
4705	(52006, 22107)	1,15	24266x10315	0,25
4707	(36843, 20667)	0,76	21123x11849	0,25
4709	(40151, 19443)	0,78	22734x11009	0,25
4711	(28187, 18561)	0,52	19496x12838	0,25
4714	(54878, 21911)	1,20	25023x9991	0,25
4716	(40111, 22137)	0,89	21284x11746	0,25
4718	(40014, 21657)	0,87	21457x11610	0,25
4720	(40074, 21961)	0,88	21359x11705	0,25
4722	(44853, 19684)	0,88	23868x10474	0,25
4724	(40277, 21921)	0,88	21432x11665	0,25
4726	(40277, 13371)	0,54	27458x9115	0,25
4728	(37473, 22596)	0,85	20373x12285	0,25
4730	(37473, 14018)	0,53	25866x9676	0,25
4732	(40769, 20638)	0,84	22236x11256	0,25
4738	(40258, 22418)	0,90	21201x11806	0,25
4748	(48209, 11871)	0,57	31882x7851	0,25
4751	(39869, 12626)	0,50	28113x8903	0,25
4754	(49403, 12094)	0,60	31975x7828	0,25
4758	(37177, 16475)	0,61	23766x10532	0,25
4760	(40410, 15688)	0,63	25391x9857	0,25
4762	(40440, 23896)	0,97	20581x12161	0,25
4766	(50090, 10107)	0,51	35000x7062	0,25
4782	(42926, 24401)	1,05	20984x11928	0,25
4784	(33852, 21618)	0,73	19798x12643	0,25
4786	(34255, 20988)	0,72	20212x12384	0,25
4788	(33421, 19541)	0,65	20690x12097	0,25
4792	(45733, 20240)	0,93	23782x10525	0,25
4794	(37320, 20974)	0,78	21103x11860	0,25
4796	(40308, 22105)	0,89	21364x11716	0,25
4798	(28655, 21399)	0,61	18308x13672	0,25
4800	(40103, 21201)	0,85	21759x11503	0,25
4803	(37713, 18149)	0,68	22806x10975	0,25
4805	(28765, 19585)	0,56	19173x13054	0,25
4807	(40334, 16446)	0,66	24776x10102	0,25
4813	(43038, 21643)	0,93	22310x11219	0,25
4815	(34163, 17896)	0,61	21859x11451	0,25
4817	(34017, 18385)	0,63	21520x11631	0,25
4819	(31255, 17939)	0,56	20883x11986	0,25
4821	(34422, 20289)	0,70	20607x12146	0,25
4823	(37288, 20761)	0,77	21202x11805	0,25
4825	(29567, 21121)	0,62	18718x13371	0,25
4827	(27494, 19076)	0,52	18993x13178	0,25
4831	(39875, 22584)	0,90	21022x11906	0,25
4833	(37035, 18136)	0,67	22608x11071	0,25
4835	(52691, 52691)	2,78	15821x15821	0,25
4837	(70779, 21329)	1,51	28821x8685	0,25
4839	(28275, 28275)	0,80	15821x15821	0,25
4841	(37391, 19191)	0,72	22083x11334	0,25
4843	(40189, 21969)	0,88	21398x11697	0,25
4845	(55460, 11994)	0,67	34019x7357	0,25
4858	(43562, 44460)	1,94	15660x15983	0,25
4864	(48486, 23515)	1,14	22718x11018	0,25
4866	(53633, 16938)	0,91	28153x8891	0,25
4868	(43460, 15587)	0,68	26418x9475	0,25
4871	(50598, 15032)	0,76	29025x8623	0,25
4876	(41798, 14437)	0,60	26920x9298	0,25
4880	(93765, 23102)	2,17	31852x7848	0,25
4885	(79877, 12835)	1,03	39469x6342	0,25
4886	(79877, 12835)	1,03	39469x6342	0,25
4887	(79877, 31222)	2,49	25305x9891	0,25
4890	(118905, 36234)	4,31	28659x8733	0,25
4892	(118905, 62691)	7,45	21789x11488	0,25
4894	(106796, 14347)	1,53	43164x5799	0,25
4896	(71894, 15647)	1,12	33912x7381	0,25
4898	(71588, 20194)	1,45	29787x8403	0,25
4900	(85508, 15750)	1,35	36863x6790	0,25
4903	(47082, 33798)	1,59	18672x13404	0,25
4905	(38948, 32904)	1,28	17212x14541	0,25
4908	(36511, 19966)	0,73	21394x11699	0,25
4910	(47112, 19050)	0,90	24879x10060	0,25
4912	(47181, 14931)	0,70	28123x8900	0,25
4914	(57910, 46356)	2,68	17683x14155	0,25
4916	(43872, 17002)	0,75	25414x9849	0,25
4928	(23487, 10644)	0,25	37325x16915	0,63
4929	(47252, 15434)	0,73	27664x9036	0,25
4932	(24091, 10390)	0,25	37866x16331	0,62
4933	(60120, 54711)	3,29	16584x15092	0,25
4935	(174607, 53492)	9,34	28584x8757	0,25
4937	(104122, 49876)	5,19	22859x10950	0,25
4939	(103869, 20555)	2,14	35565x7038	0,25
4941	(95324, 12830)	1,22	43122x5804	0,25
4943	(46631, 17165)	0,80	26060x9593	0,25
4946	(31565, 23344)	0,74	18397x13606	0,25
4948	(37686, 13809)	0,52	26136x9577	0,25
4950	(64238, 13025)	0,84	35110x7119	0,25
4952	(41146, 7870)	0,32	36153x6915	0,25
4954	(53743, 17340)	0,93	27852x8986	0,25
4956	(68276, 40961)	2,80	20426x12254	0,25
4958	(94457, 50650)	4,78	21605x11585	0,25
4960	(194230, 25858)	5,02	43363x5773	0,25
4964	(59193, 41310)	2,45	18938x13217	0,25
4966	(75665, 32038)	2,42	24252x10269	0,25
4968	(38332, 13625)	0,52	26536x9432	0,25
4970	(136240, 51730)	7,05	25675x9749	0,25
4972	(96404, 23141)	2,23	32205x7730	0,25
4974	(69058, 22721)	1,57	27582x9075	0,25
4976	(70815, 19270)	1,36	30329x8253	0,25
4978	(112797, 31646)	3,57	29868x8380	0,25
4986	(66578, 16757)	1,12	31535x7937	0,25
4990	(34695, 18130)	0,63	21871x11429	0,25
4996	(64449, 40406)	2,60	19969x12520	0,25
5000	(110539, 40459)	4,47	26150x9571	0,25
5002	(66622, 21671)	1,44	27739x9023	0,25
5004	(64809, 18585)	1,20	29543x8472	0,25
5008	(44147, 16113)	0,71	26187x9558	0,25
5010	(33079, 16000)	0,53	22748x11003	0,25
5012	(34450, 24873)	0,86	18619x13443	0,25
5014	(48571, 13434)	0,65	30082x8320	0,25
5016	(48133, 12374)	0,60	31203x8022	0,25
5018	(32369, 18899)	0,61	20705x12089	0,25
5020	(56000, 21886)	1,23	25307x9891	0,25
5024	(47517, 15093)	0,72	28031x8904	0,25
5026	(53569, 34112)	1,83	19764x12585	0,25
5028	(158150, 30153)	4,77	36142x6891	0,25
5032	(60085, 13869)	0,83	32928x7601	0,25
5034	(42645, 13243)	0,56	28390x8816	0,25
5036	(42898, 12396)	0,53	29431x8505	0,25
5038	(39203, 13723)	0,54	26740x9360	0,25
5041	(33187, 15117)	0,50	23441x10678	0,25
5043	(99917, 23974)	2,40	32283x7746	0,25
5045	(51022, 11877)	0,61	32756x7625	0,25
5047	(46637, 11237)	0,52	32205x7760	0,25
5049	(31969, 7793)	0,25	89160x21736	1,94
5051	(193281, 37358)	7,22	35984x6955	0,25
5053	(46927, 11060)	0,52	32520x7664	0,25
5055	(35270, 15204)	0,54	24016x10353	0,25
5057	(44127, 11951)	0,53	30394x8231	0,25
5059	(45781, 14464)	0,66	28110x8881	0,25
5061	(53045, 10416)	0,55	35669x7004	0,25
5063	(35233, 21610)	0,76	20157x12363	0,25
5065	(38520, 12964)	0,50	27244x9169	0,25
5067	(35751, 14118)	0,50	25118x9919	0,25
5069	(37813, 15260)	0,58	24882x10041	0,25
5071	(41395, 17592)	0,73	24252x10307	0,25
5073	(45335, 16196)	0,73	26457x9452	0,25
5075	(66142, 13056)	0,86	35591x7025	0,25
5077	(194230, 25858)	5,02	43363x5773	0,25
5079	(82193, 15829)	1,30	36052x6943	0,25
5081	(82677, 14941)	1,24	37165x6716	0,25
5083	(60532, 15443)	0,93	31322x7991	0,25
5088	(64725, 9507)	0,62	41260x6060	0,25
5090	(94488, 9193)	0,87	50709x4934	0,25
5092	(42323, 12969)	0,55	28504x8735	0,25
5094	(50001, 10147)	0,51	35039x7111	0,25
5096	(54099, 11113)	0,60	34882x7165	0,25
5098	(65644, 10453)	0,69	39645x6313	0,25
5104	(61836, 52560)	3,25	17160x14586	0,25
5118	(61280, 18826)	1,15	28544x8769	0,25
5120	(54571, 18395)	1,00	27249x9185	0,25
5122	(40523, 17207)	0,70	24263x10303	0,25
5125	(44014, 17020)	0,75	25441x9838	0,25
5127	(50399, 17132)	0,86	27135x9224	0,25
5130	(50693, 15642)	0,79	28480x8788	0,25
5132	(26006, 20247)	0,53	17900x13936	0,25
5179	(42292, 12476)	0,53	29129x8593	0,25
5200	(41036, 12898)	0,53	28201x8864	0,25
5209	(38428, 16097)	0,62	24444x10239	0,25
5211	(37997, 16473)	0,63	24028x10417	0,25
5213	(28542, 19689)	0,56	19048x13140	0,25
5215	(35082, 15004)	0,53	24191x10346	0,25
5223	(33016, 18892)	0,62	20914x11967	0,25
5225	(38129, 22534)	0,86	20567x12155	0,25
5229	(44664, 19597)	0,88	23884x10479	0,25
5231	(41559, 21089)	0,88	22209x11270	0,25
5234	(42621, 14804)	0,63	26844x9324	0,25
5236	(52116, 14629)	0,76	29861x8382	0,25
5238	(46233, 17076)	0,79	26032x9615	0,25
5240	(40948, 17470)	0,72	24205x10327	0,25
5242	(37906, 18285)	0,69	22764x10981	0,25
5244	(41587, 25224)	1,05	20314x12321	0,25
5246	(28333, 19943)	0,57	18857x13273	0,25
5248	(87609, 20391)	1,79	32793x7633	0,25
5262	(48280, 20208)	0,98	24438x10229	0,25
5264	(46984, 19823)	0,93	24356x10276	0,25
5268	(28285, 18182)	0,51	19732x12684	0,25
5301	(38742, 30000)	1,16	17979x13922	0,25
5304	(35894, 25350)	0,91	18825x13295	0,25
5322	(103981, 28955)	3,01	29981x8349	0,25
5324	(44632, 20511)	0,92	23322x10718	0,25
5326	(100418, 23206)	2,33	32887x7600	0,25
5328	(44788, 19935)	0,89	23698x10548	0,25
5331	(44799, 19798)	0,89	23784x10511	0,25
5333	(48016, 20096)	0,96	24438x10228	0,25
5335	(74119, 22772)	1,69	28543x8769	0,25
5339	(76210, 22552)	1,72	29082x8606	0,25
5341	(36703, 19179)	0,70	21886x11436	0,25
5343	(43388, 40810)	1,77	16313x15344	0,25
5345	(41580, 22341)	0,93	21583x11597	0,25
5356	(54806, 19315)	1,06	26632x9386	0,25
5358	(35794, 15617)	0,56	23951x10450	0,25
5360	(36407, 15575)	0,57	24172x10341	0,25
5381	(58448, 65057)	3,80	14991x16686	0,25
5383	(70500, 26500)	1,87	25796x9696	0,25
5385	(36267, 27038)	0,98	18320x13658	0,25
5387	(54081, 20063)	1,09	25974x9636	0,25
5389	(54189, 20258)	1,10	25875x9673	0,25
5391	(48203, 27062)	1,30	21114x11854	0,25
5393	(44289, 24422)	1,08	21305x11748	0,25
5395	(53644, 15321)	0,82	29604x8455	0,25
5397	(58774, 20998)	1,23	26450x9450	0,25
5399	(49204, 16340)	0,80	27454x9117	0,25
5401	(54625, 23726)	1,30	24006x10427	0,25
5403	(57960, 20388)	1,18	26657x9377	0,25
5406	(30134, 18460)	0,56	20214x12383	0,25
5409	(20488, 26472)	0,54	13900x17960	0,25
5417	(80625, 22852)	1,84	29696x8417	0,25
5419	(51296, 19841)	1,02	25421x9833	0,25
5422	(34233, 17631)	0,60	22031x11347	0,25
5424	(63246, 63246)	4,00	15811x15811	0,25
5427	(22194, 11277)	0,25	40303x20479	0,83
5428	(26136, 9576)	0,25	55891x20479	1,14
5433	(75179, 22285)	1,68	29058x8614	0,25
5435	(35297, 20479)	0,72	20771x12051	0,25
5437	(36796, 22285)	0,82	20329x12312	0,25
5452	(33753, 21513)	0,73	19817x12631	0,25
5454	(33562, 16492)	0,55	22569x11090	0,25
5456	(31439, 20135)	0,63	19769x12661	0,25
5458	(33286, 38554)	1,28	14700x17026	0,25
5460	(34087, 34088)	1,16	15821x15821	0,25
5462	(71338, 25269)	1,80	26583x9416	0,25
5464	(46026, 20756)	0,96	23558x10624	0,25
5551	(42741, 21413)	0,92	22352x11198	0,25
5553	(80784, 40570)	3,28	22325x11212	0,25
5555	(88782, 57579)	5,11	19645x12741	0,25
5557	(66838, 30268)	2,02	23510x10647	0,25
5559	(65685, 39463)	2,59	20411x12263	0,25
5561	(57727, 17496)	1,01	28738x8710	0,25
5563	(102887, 53721)	5,53	21894x11432	0,25
5565	(88832, 20216)	1,80	33163x7547	0,25
5568	(41500, 19822)	0,82	22877x10927	0,25
5591	(245582, 72995)	17,93	26916x8000	0,22
5593	(245582, 42567)	10,45	38000x6587	0,25
5595	(245582, 43398)	10,66	37635x6651	0,25
5597	(74693, 25000)	1,87	27347x9153	0,25
5599	(55728, 15047)	0,84	30446x8221	0,25
5617	(41557, 13008)	0,54	28277x8851	0,25
5709	(74003, 6780)	0,50	52267x4789	0,25
5739	(37593, 17590)	0,66	23129x10822	0,25
5807	(46026, 20756)	0,96	23558x10624	0,25
5809	(52450, 19624)	1,03	25848x9671	0,25
5811	(41500, 19822)	0,82	22877x10927	0,25
5911	(60806, 8368)	0,51	42647x5869	0,25
5912	(61587, 8340)	0,51	42993x5822	0,25
5992	(48753, 10896)	0,53	33466x7479	0,25
6109	(42051, 14867)	0,63	26608x9407	0,25
6117	(64365, 8167)	0,53	44418x5636	0,25
6127	(75336, 8354)	0,63	47516x5269	0,25
6159	(52681, 10689)	0,56	35126x7127	0,25
6222	(88830, 7230)	0,64	55460x4514	0,25
6314	(73544, 8650)	0,64	46133x5426	0,25
6336	(43350, 12706)	0,55	29222x8565	0,25
6375	(57980, 19033)	1,10	27615x9065	0,25
6377	(39200, 17236)	0,68	23860x10491	0,25
6396	(75417, 8372)	0,63	47482x5271	0,25
6428	(54484, 20542)	1,12	25765x9714	0,25
6430	(47933, 19715)	0,94	24653x10140	0,25
6459	(35936, 16840)	0,61	23111x10830	0,25
6460	(43072, 23450)	1,01	21123x11500	0,24
6461	(198203, 19242)	3,81	50782x4930	0,25
6465	(198203, 38250)	7,58	36013x6950	0,25
6483	(23872, 21768)	0,52	16567x15107	0,25
6485	(28227, 19790)	0,56	18895x13247	0,25
6492	(24910, 20190)	0,50	17573x14243	0,25
6496	(132255, 43699)	5,78	27523x9094	0,25
6514	(59430, 8700)	0,52	41348x6053	0,25
6624	(142678, 10014)	1,43	59727x4192	0,25
6720	(71826, 8278)	0,59	46603x5371	0,25
6844	(41770, 13624)	0,57	27701x9035	0,25
6873	(43159, 5799)	0,25	62770x8434	0,53
6882	(37398, 6694)	0,25	61890x11078	0,69
6913	(12473, 20066)	0,25	18141x29184	0,53
7004	(57799, 20895)	1,21	26295x9506	0,25
7006	(52641, 18319)	0,96	26801x9327	0,25
7009	(51327, 19444)	1,00	25687x9731	0,25
7011	(51451, 20204)	1,04	25247x9914	0,25
7013	(61328, 20770)	1,27	27186x9207	0,25
7015	(51269, 27701)	1,42	21509x11621	0,25
7017	(54634, 19501)	1,07	26463x9446	0,25
7019	(48214, 27387)	1,32	20977x11916	0,25
7021	(38099, 21956)	0,84	20828x12003	0,25
7024	(9360, 26743)	0,25	14000x40000	0,56
7033	(49478, 23627)	1,17	22895x10933	0,25
7035	(67678, 20507)	1,39	28721x8703	0,25
7037	(41592, 17759)	0,74	24195x10331	0,25
7039	(51246, 14572)	0,75	29649x8431	0,25
7042	(26834, 9315)	0,25	50266x17449	0,88
7045	(54404, 26501)	1,44	22668x11042	0,25
7435	(58427, 58427)	None	15821x15821	0,25
7437	(41227, 41227)	None	15821x15821	0,25
7778	(51020, 25453)	1,30	22384x11167	0,25
7921	(44726, 20721)	0,93	23484x10880	0,26
7922	(41192, 13283)	0,55	27860x8984	0,25
7923	(19634, 47412)	0,93	10000x24149	0,24
7924	(34000, 21000)	0,71	19120x12500	0,24
8113	(55359, 11604)	0,64	34559x7244	0,25
8122	(71209, 19861)	1,41	29939x8350	0,25
8125	(74481, 28099)	2,09	25759x9718	0,25
8128	(25262, 9908)	0,25	58836x23076	1,36
8151	(73654, 33211)	2,45	23561x10624	0,25
8164	(45200, 12103)	0,55	30575x8187	0,25
8169	(24744, 24649)	None	15851x15790	0,25
8768	(14366, 17424)	0,25	20349x24681	0,50
8771	(14126, 17718)	0,25	20675x25932	0,54
8773	(71081, 32291)	2,30	23472x10663	0,25
8872	(74486, 8734)	0,65	46206x5418	0,25
8926	(64016, 8540)	0,55	43319x5779	0,25
8943	(104586, 8612)	0,90	55135x4540	0,25
8948	(74584, 7962)	0,59	48421x5169	0,25
8980	(46426, 5392)	0,25	72480x8418	0,61
9064	(80072, 9035)	0,72	47000x5303	0,25
9067	(65980, 9140)	0,60	42250x5853	0,25
9071	(23007, 10879)	0,25	69539x32882	2,29
9073	(202847, 42632)	8,65	34510x7253	0,25
9075	(28565, 8762)	0,25	124997x38342	4,79
9082	(65527, 9413)	0,62	41740x5996	0,25
9086	(46052, 5435)	0,25	68710x8109	0,56
